"V1" "V2" "V3" "V4" "V5" "V6"
"35355" "img/2648000_1247000_2648500_1247500.tiff" 0 3720 30 3900 "graveyard"
"35356" "img/2648000_1247000_2648500_1247500.tiff" 0 3130 840 3750 "graveyard"
"35357" "img/2648000_1247000_2648500_1247500.tiff" 440 3110 1290 3750 "graveyard"
"35358" "img/2648000_1247000_2648500_1247500.tiff" 2690 290 4690 2190 "graveyard"
"35359" "img/2648000_1247000_2648500_1247500.tiff" 2980 410 3380 1040 "graveyard"
"35360" "img/2648000_1247000_2648500_1247500.tiff" 3130 100 3980 750 "graveyard"
"35361" "img/2648000_1247000_2648500_1247500.tiff" 4520 70 4930 470 "graveyard"
"35362" "img/2648000_1247000_2648500_1247500.tiff" 2910 60 3660 440 "graveyard"
"35363" "img/2648000_1247000_2648500_1247500.tiff" 3930 50 4380 360 "graveyard"
"35376" "img/2604500_1185500_2605000_1186000.tiff" 2670 460 3460 1430 "graveyard"
"35377" "img/2604500_1185500_2605000_1186000.tiff" 2280 280 2690 740 "graveyard"
"35378" "img/2604500_1185500_2605000_1186000.tiff" 2490 220 2720 540 "graveyard"
"35379" "img/2604500_1185500_2605000_1186000.tiff" 2140 110 2680 820 "graveyard"
"35380" "img/2604500_1185500_2605000_1186000.tiff" 2240 10 2400 50 "graveyard"
"35382" "img/2677500_1268500_2678000_1269000.tiff" 3530 3370 4680 4220 "school"
"35396" "img/2690000_1263000_2690500_1263500.tiff" 2770 3140 3760 3860 "graveyard"
"35397" "img/2690000_1263000_2690500_1263500.tiff" 4960 1000 4990 1180 "graveyard"
"35414" "img/2760000_1191000_2760500_1191500.tiff" 0 1520 220 2540 "school"
"35424" "img/2610500_1187500_2611000_1188000.tiff" 470 370 1310 1830 "school"
"35441" "img/2549500_1194000_2550000_1194500.tiff" 0 890 420 2020 "school"
"35458" "img/2652000_1214500_2652500_1215000.tiff" 0 2820 390 3530 "school"
"35459" "img/2652000_1214500_2652500_1215000.tiff" 3830 930 4130 1090 "school"
"35470" "img/2665000_1257500_2665500_1258000.tiff" 1660 150 3010 1110 "school"
"35479" "img/2530500_1175000_2531000_1175500.tiff" 1660 4950 1820 5000 "school"
"35480" "img/2530500_1175000_2531000_1175500.tiff" 4240 4830 4480 5000 "school"
"35481" "img/2530500_1175000_2531000_1175500.tiff" 2450 3000 3810 4720 "school"
"35482" "img/2530500_1175000_2531000_1175500.tiff" 3130 3520 3350 3740 "school"
"35483" "img/2530500_1175000_2531000_1175500.tiff" 3330 3130 3610 3300 "school"
"35484" "img/2530500_1175000_2531000_1175500.tiff" 60 1770 400 2270 "school"
"35485" "img/2530500_1175000_2531000_1175500.tiff" 2280 1120 2670 1970 "school"
"35486" "img/2530500_1175000_2531000_1175500.tiff" 2670 1360 2790 1480 "school"
"35487" "img/2530500_1175000_2531000_1175500.tiff" 2060 1180 2210 1340 "school"
"35488" "img/2530500_1175000_2531000_1175500.tiff" 1990 970 2280 1550 "school"
"35489" "img/2530500_1175000_2531000_1175500.tiff" 2390 1060 2650 1370 "school"
"35521" "img/2570500_1173000_2571000_1173500.tiff" 0 4620 330 5000 "graveyard"
"35522" "img/2574000_1256500_2574500_1257000.tiff" 1590 4710 2140 5000 "graveyard"
"35571" "img/2703000_1285000_2703500_1285500.tiff" 3470 3320 3610 3550 "graveyard"
"35572" "img/2703000_1285000_2703500_1285500.tiff" 2320 3220 2570 3670 "graveyard"
"35573" "img/2703000_1285000_2703500_1285500.tiff" 3040 2730 3460 2990 "graveyard"
"35574" "img/2703000_1285000_2703500_1285500.tiff" 2080 2010 2740 2980 "graveyard"
"35575" "img/2703000_1285000_2703500_1285500.tiff" 2830 1860 2960 3150 "graveyard"
"35576" "img/2703000_1285000_2703500_1285500.tiff" 3180 1680 3850 2630 "graveyard"
"35582" "img/2622500_1255000_2623000_1255500.tiff" 0 3920 290 4270 "school"
"35583" "img/2622500_1255000_2623000_1255500.tiff" 0 130 290 980 "school"
"35584" "img/2622500_1255000_2623000_1255500.tiff" 460 30 780 210 "school"
"35585" "img/2604500_1193000_2605000_1193500.tiff" 720 2150 2320 3450 "graveyard"
"35586" "img/2604500_1193000_2605000_1193500.tiff" 860 790 1390 1070 "graveyard"
"35587" "img/2604500_1193000_2605000_1193500.tiff" 1450 460 2020 1100 "graveyard"
"35588" "img/2604500_1193000_2605000_1193500.tiff" 760 460 990 850 "graveyard"
"35589" "img/2604500_1193000_2605000_1193500.tiff" 490 80 1560 610 "graveyard"
"35590" "img/2604500_1193000_2605000_1193500.tiff" 3220 10 3340 70 "graveyard"
"35591" "img/2685000_1129000_2685500_1129500.tiff" 3460 2530 3640 2780 "graveyard"
"35634" "img/2666000_1204000_2666500_1204500.tiff" 2540 2520 4020 4010 "school"
"35635" "img/2666000_1204000_2666500_1204500.tiff" 2710 2460 3260 3370 "school"
"35636" "img/2666000_1204000_2666500_1204500.tiff" 2630 3780 3510 5000 "school"
"35637" "img/2666000_1204000_2666500_1204500.tiff" 4050 3190 4210 3510 "school"
"35639" "img/2700500_1239500_2701000_1240000.tiff" 0 2740 140 2880 "school"
"35640" "img/2700500_1239500_2701000_1240000.tiff" 0 2160 340 2500 "school"
"35641" "img/2700500_1239500_2701000_1240000.tiff" 1090 4800 1540 5000 "school"
"35642" "img/2700500_1239500_2701000_1240000.tiff" 2380 4650 2610 5000 "school"
"35643" "img/2700500_1239500_2701000_1240000.tiff" 2200 4630 2420 5000 "school"
"35644" "img/2700500_1239500_2701000_1240000.tiff" 1980 4630 2210 5000 "school"
"35645" "img/2700500_1239500_2701000_1240000.tiff" 1800 4610 2020 4980 "school"
"35646" "img/2700500_1239500_2701000_1240000.tiff" 460 3120 1100 3710 "school"
"35647" "img/2700500_1239500_2701000_1240000.tiff" 3330 3140 4780 4180 "school"
"35648" "img/2700500_1239500_2701000_1240000.tiff" 0 2950 260 3430 "school"
"35649" "img/2700500_1239500_2701000_1240000.tiff" 0 2310 720 3910 "school"
"35650" "img/2736000_1253000_2736500_1253500.tiff" 2170 2150 2580 2610 "school"
"35651" "img/2736000_1253000_2736500_1253500.tiff" 2000 1810 2310 2180 "school"
"35655" "img/2646000_1223500_2646500_1224000.tiff" 0 4840 180 5000 "school"
"35689" "img/2623000_1250000_2623500_1250500.tiff" 3580 4930 4280 5000 "graveyard"
"35690" "img/2632500_1222000_2633000_1222500.tiff" 710 3410 1430 4060 "graveyard"
"35691" "img/2539000_1152500_2539500_1153000.tiff" 310 1230 970 1830 "school"
"35692" "img/2539000_1152500_2539500_1153000.tiff" 0 3120 480 5000 "school"
"35693" "img/2539000_1152500_2539500_1153000.tiff" 1720 3200 2340 4150 "school"
"35694" "img/2539000_1152500_2539500_1153000.tiff" 170 3370 450 3550 "school"
"35695" "img/2539000_1152500_2539500_1153000.tiff" 3900 3180 4460 3690 "school"
"35696" "img/2539000_1152500_2539500_1153000.tiff" 4100 3250 4370 3510 "school"
"35697" "img/2539000_1152500_2539500_1153000.tiff" 1950 3170 2240 3370 "school"
"35698" "img/2539000_1152500_2539500_1153000.tiff" 1670 2720 1910 2960 "school"
"35699" "img/2539000_1152500_2539500_1153000.tiff" 1970 2330 2060 2400 "school"
"35700" "img/2539000_1152500_2539500_1153000.tiff" 4790 2240 4970 2440 "school"
"35701" "img/2539000_1152500_2539500_1153000.tiff" 1030 2000 1250 2180 "school"
"35702" "img/2539000_1152500_2539500_1153000.tiff" 310 320 700 660 "school"
"35703" "img/2539000_1152500_2539500_1153000.tiff" 0 330 1090 2480 "school"
"35704" "img/2539000_1152500_2539500_1153000.tiff" 640 20 840 120 "school"
"35718" "img/2572000_1181000_2572500_1181500.tiff" 2300 40 3060 280 "school"
"35720" "img/2700500_1273500_2701000_1274000.tiff" 1750 4900 2370 5000 "school"
"35721" "img/2538500_1159000_2539000_1159500.tiff" 4860 1620 4980 2500 "school"
"35722" "img/2538500_1159000_2539000_1159500.tiff" 1550 1890 1700 2030 "school"
"35754" "img/2743000_1256500_2743500_1257000.tiff" 4240 4770 4740 5000 "graveyard"
"35755" "img/2743000_1256500_2743500_1257000.tiff" 4040 4870 4230 5000 "graveyard"
"35763" "img/2658000_1177000_2658500_1177500.tiff" 840 3340 1390 3970 "school"
"35779" "img/2611000_1118000_2611500_1118500.tiff" 2080 2820 2500 3310 "graveyard"
"35780" "img/2611000_1118000_2611500_1118500.tiff" 3040 2210 3200 2310 "graveyard"
"35781" "img/2611000_1118000_2611500_1118500.tiff" 3010 2110 3240 2250 "graveyard"
"35782" "img/2611000_1118000_2611500_1118500.tiff" 3030 2030 3190 2140 "graveyard"
"35783" "img/2611000_1118000_2611500_1118500.tiff" 3010 1950 3170 2060 "graveyard"
"35784" "img/2611000_1118000_2611500_1118500.tiff" 3020 1850 3180 1970 "graveyard"
"35785" "img/2611000_1118000_2611500_1118500.tiff" 3000 1770 3160 1880 "graveyard"
"35786" "img/2611000_1118000_2611500_1118500.tiff" 2150 1290 2770 1930 "graveyard"
"35787" "img/2611000_1118000_2611500_1118500.tiff" 2210 1160 2520 1380 "graveyard"
"35820" "img/2615000_1256000_2615500_1256500.tiff" 1800 3370 2040 3670 "school"
"35821" "img/2615000_1256000_2615500_1256500.tiff" 1600 3330 1900 3550 "school"
"35822" "img/2615000_1256000_2615500_1256500.tiff" 2020 3160 2350 3490 "school"
"35823" "img/2720500_1256000_2721000_1256500.tiff" 0 580 450 1900 "school"
"35824" "img/2720500_1256000_2721000_1256500.tiff" 0 590 220 1090 "school"
"35846" "img/2692000_1242500_2692500_1243000.tiff" 0 4320 330 5000 "school"
"35847" "img/2692000_1242500_2692500_1243000.tiff" 0 4350 160 4850 "school"
"35861" "img/2541000_1178500_2541500_1179000.tiff" 3670 510 3920 860 "school"
"35862" "img/2788000_1193000_2788500_1193500.tiff" 3020 3760 3130 4000 "school"
"35887" "img/2698000_1281000_2698500_1281500.tiff" 3680 4910 3950 5000 "graveyard"
"35934" "img/2691500_1134000_2692000_1134500.tiff" 1960 420 2150 570 "graveyard"
"35935" "img/2537000_1180500_2537500_1181000.tiff" 1350 960 1710 1320 "graveyard"
"35945" "img/2647000_1249500_2647500_1250000.tiff" 0 2460 250 3360 "school"
"35946" "img/2647000_1249500_2647500_1250000.tiff" 1040 2970 1450 3260 "school"
"35962" "img/2605000_1184500_2605500_1185000.tiff" 4930 4850 4990 5000 "school"
"35969" "img/2525500_1163000_2526000_1163500.tiff" 0 3090 240 3380 "graveyard"
"35989" "img/2691000_1233000_2691500_1233500.tiff" 550 2650 1080 2930 "school"
"35990" "img/2691000_1233000_2691500_1233500.tiff" 0 2630 110 2690 "school"
"35991" "img/2691000_1233000_2691500_1233500.tiff" 780 2200 1350 2840 "school"
"35992" "img/2691000_1233000_2691500_1233500.tiff" 270 2160 690 2860 "school"
"35993" "img/2691000_1233000_2691500_1233500.tiff" 0 2240 180 2680 "school"
"35994" "img/2691000_1233000_2691500_1233500.tiff" 0 2100 1300 3150 "school"
"35995" "img/2691000_1233000_2691500_1233500.tiff" 3360 650 4460 1180 "school"
"35997" "img/2723000_1104500_2723500_1105000.tiff" 1030 170 1240 280 "graveyard"
"36030" "img/2656000_1251500_2656500_1252000.tiff" 0 2490 310 2850 "graveyard"
"36031" "img/2656000_1251500_2656500_1252000.tiff" 0 2100 80 2200 "graveyard"
"36032" "img/2656000_1251500_2656500_1252000.tiff" 540 660 710 840 "graveyard"
"36079" "img/2619500_1167500_2620000_1168000.tiff" 0 3430 530 4250 "graveyard"
"36081" "img/2698000_1280500_2698500_1281000.tiff" 0 2350 290 3620 "school"
"36082" "img/2698000_1280500_2698500_1281000.tiff" 3490 60 3970 420 "school"
"36083" "img/2729500_1137000_2730000_1137500.tiff" 4110 3790 4300 3990 "graveyard"
"36084" "img/2688500_1253000_2689000_1253500.tiff" 0 4640 870 5000 "graveyard"
"36085" "img/2688500_1253000_2689000_1253500.tiff" 4370 4680 4540 4870 "graveyard"
"36086" "img/2688500_1253000_2689000_1253500.tiff" 0 3700 240 3950 "graveyard"
"36087" "img/2688500_1253000_2689000_1253500.tiff" 610 3300 940 3590 "graveyard"
"36088" "img/2688500_1253000_2689000_1253500.tiff" 3800 3130 4340 3610 "graveyard"
"36089" "img/2688500_1253000_2689000_1253500.tiff" 3430 2940 3760 3380 "graveyard"
"36090" "img/2688500_1253000_2689000_1253500.tiff" 3140 1910 4460 4210 "graveyard"
"36091" "img/2688500_1253000_2689000_1253500.tiff" 3500 1730 4150 2560 "graveyard"
"36092" "img/2688500_1253000_2689000_1253500.tiff" 2310 1600 2490 1740 "graveyard"
"36093" "img/2688500_1253000_2689000_1253500.tiff" 3130 1260 3340 1530 "graveyard"
"36094" "img/2688500_1253000_2689000_1253500.tiff" 4430 1100 4480 1200 "graveyard"
"36095" "img/2688500_1253000_2689000_1253500.tiff" 3780 630 4770 1620 "graveyard"
"36096" "img/2688500_1253000_2689000_1253500.tiff" 4370 720 4490 940 "graveyard"
"36097" "img/2538000_1188500_2538500_1189000.tiff" 0 2490 40 2600 "school"
"36098" "img/2538000_1188500_2538500_1189000.tiff" 3720 3800 4170 4170 "school"
"36099" "img/2538000_1188500_2538500_1189000.tiff" 2320 2280 2600 2490 "school"
"36142" "img/2582000_1230500_2582500_1231000.tiff" 3540 4720 4260 5000 "graveyard"
"36143" "img/2582000_1230500_2582500_1231000.tiff" 2860 2550 4720 4280 "graveyard"
"36144" "img/2638000_1244500_2638500_1245000.tiff" 620 4430 1640 5000 "graveyard"
"36145" "img/2638000_1244500_2638500_1245000.tiff" 170 2430 2440 4850 "graveyard"
"36146" "img/2638000_1244500_2638500_1245000.tiff" 700 2260 1970 3170 "graveyard"
"36148" "img/2748500_1244000_2749000_1244500.tiff" 30 3310 1040 4080 "school"
"36149" "img/2748500_1244000_2749000_1244500.tiff" 3870 2570 4850 4040 "school"
"36150" "img/2748500_1244000_2749000_1244500.tiff" 3600 1010 4600 1760 "school"
"36168" "img/2507000_1122000_2507500_1122500.tiff" 0 170 940 1260 "school"
"36172" "img/2610000_1178000_2610500_1178500.tiff" 2420 2800 3490 4250 "graveyard"
"36173" "img/2610000_1178000_2610500_1178500.tiff" 4140 2460 4710 2880 "graveyard"
"36197" "img/2681500_1126500_2682000_1127000.tiff" 1550 1060 2050 1330 "graveyard"
"36201" "img/2542500_1180000_2543000_1180500.tiff" 3800 2030 4000 2220 "school"
"36202" "img/2719000_1080000_2719500_1080500.tiff" 4590 2860 4940 3800 "school"
"36203" "img/2527500_1172500_2528000_1173000.tiff" 2780 1350 3220 1820 "graveyard"
"36214" "img/2572000_1181500_2572500_1182000.tiff" 2120 3810 3950 5000 "school"
"36215" "img/2572000_1181500_2572500_1182000.tiff" 2480 3830 2790 4030 "school"
"36216" "img/2572000_1181500_2572500_1182000.tiff" 2770 3790 3060 3990 "school"
"36217" "img/2572000_1181500_2572500_1182000.tiff" 3110 3670 3500 3930 "school"
"36218" "img/2743000_1253000_2743500_1253500.tiff" 0 4750 290 5000 "school"
"36219" "img/2743000_1253000_2743500_1253500.tiff" 4870 1240 4980 1480 "school"
"36221" "img/2667000_1259000_2667500_1259500.tiff" 0 20 90 120 "graveyard"
"36226" "img/2632000_1186000_2632500_1186500.tiff" 4150 510 4720 1070 "graveyard"
"36227" "img/2606500_1126500_2607000_1127000.tiff" 60 3610 900 4390 "school"
"36228" "img/2606500_1126500_2607000_1127000.tiff" 3980 3230 4640 3850 "school"
"36229" "img/2606500_1126500_2607000_1127000.tiff" 3290 260 3630 510 "school"
"36230" "img/2606500_1126500_2607000_1127000.tiff" 3230 250 3370 390 "school"
"36231" "img/2606500_1126500_2607000_1127000.tiff" 3400 70 3540 160 "school"
"36232" "img/2606500_1126500_2607000_1127000.tiff" 2400 110 3840 830 "school"
"36233" "img/2682500_1267000_2683000_1267500.tiff" 3480 3620 3910 3940 "school"
"36246" "img/2613500_1227500_2614000_1228000.tiff" 1030 4410 1250 4630 "school"
"36247" "img/2613500_1227500_2614000_1228000.tiff" 220 3270 1180 4350 "school"
"36248" "img/2613500_1227500_2614000_1228000.tiff" 2190 1940 2430 2140 "school"
"36277" "img/2765000_1187500_2765500_1188000.tiff" 3380 3160 3890 3470 "school"
"36278" "img/2765000_1187500_2765500_1188000.tiff" 3530 2900 3830 3090 "school"
"36282" "img/2695500_1260500_2696000_1261000.tiff" 2620 4610 3630 5000 "school"
"36283" "img/2695500_1260500_2696000_1261000.tiff" 3220 3590 3590 3840 "school"
"36284" "img/2695500_1260500_2696000_1261000.tiff" 1730 1520 2990 2610 "school"
"36285" "img/2695500_1260500_2696000_1261000.tiff" 530 1630 1190 2350 "school"
"36286" "img/2695500_1260500_2696000_1261000.tiff" 2270 1500 2650 1790 "school"
"36287" "img/2695500_1260500_2696000_1261000.tiff" 4850 30 4980 200 "school"
"36288" "img/2719000_1115500_2719500_1116000.tiff" 4580 2120 4940 2590 "graveyard"
"36297" "img/2615000_1191500_2615500_1192000.tiff" 1350 1880 2360 2880 "school"
"36307" "img/2680000_1260500_2680500_1261000.tiff" 0 450 170 970 "school"
"36308" "img/2680000_1260500_2680500_1261000.tiff" 3170 20 3330 130 "school"
"36335" "img/2572000_1102500_2572500_1103000.tiff" 620 840 1710 1630 "school"
"36336" "img/2572000_1102500_2572500_1103000.tiff" 1340 840 1590 1010 "school"
"36337" "img/2572000_1102500_2572500_1103000.tiff" 1660 550 1850 690 "school"
"36342" "img/2555000_1180000_2555500_1180500.tiff" 2580 140 3020 660 "graveyard"
"36356" "img/2550000_1171500_2550500_1172000.tiff" 1990 1260 2390 1780 "graveyard"
"36403" "img/2623000_1248500_2623500_1249000.tiff" 4010 3430 4420 4070 "graveyard"
"36404" "img/2679000_1251500_2679500_1252000.tiff" 3590 3800 4810 5000 "graveyard"
"36437" "img/2615500_1268000_2616000_1268500.tiff" 0 1160 2140 4020 "graveyard"
"36438" "img/2615500_1268000_2616000_1268500.tiff" 0 1160 2140 4020 "graveyard"
"36457" "img/2671500_1246000_2672000_1246500.tiff" 2320 2210 2510 2350 "school"
"36470" "img/2723500_1268500_2724000_1269000.tiff" 990 2000 1890 2960 "graveyard"
"36471" "img/2668500_1253500_2669000_1254000.tiff" 530 1000 2120 2680 "school"
"36472" "img/2668500_1253500_2669000_1254000.tiff" 1150 960 1520 1400 "school"
"36486" "img/2587000_1207500_2587500_1208000.tiff" 1270 660 2530 1760 "school"
"36488" "img/2702000_1262000_2702500_1262500.tiff" 4350 3130 4910 4150 "school"
"36489" "img/2702000_1262000_2702500_1262500.tiff" 130 1380 820 2000 "school"
"36490" "img/2702000_1262000_2702500_1262500.tiff" 1700 1180 2710 1870 "school"
"36491" "img/2702000_1262000_2702500_1262500.tiff" 580 930 1580 2160 "school"
"36496" "img/2496000_1112500_2496500_1113000.tiff" 0 4740 390 5000 "school"
"36497" "img/2571500_1125000_2572000_1125500.tiff" 820 2430 1440 3120 "graveyard"
"36498" "img/2571500_1125000_2572000_1125500.tiff" 80 880 480 1310 "graveyard"
"36525" "img/2662500_1252500_2663000_1253000.tiff" 4690 2410 4960 3830 "school"
"36537" "img/2729500_1259500_2730000_1260000.tiff" 2880 460 3170 880 "school"
"36538" "img/2729500_1259500_2730000_1260000.tiff" 3930 430 4230 870 "school"
"36539" "img/2729500_1259500_2730000_1260000.tiff" 3170 360 3880 960 "school"
"36540" "img/2729500_1259500_2730000_1260000.tiff" 3130 50 3620 360 "school"
"36541" "img/2729500_1259500_2730000_1260000.tiff" 2240 160 4260 1200 "school"
"36542" "img/2595500_1124500_2596000_1125000.tiff" 2150 4630 2770 4980 "graveyard"
"36543" "img/2630500_1267500_2631000_1268000.tiff" 1690 1830 1970 2120 "school"
"36544" "img/2630500_1267500_2631000_1268000.tiff" 1910 1680 2360 2000 "school"
"36545" "img/2630500_1267500_2631000_1268000.tiff" 1640 1540 2230 1970 "school"
"36546" "img/2630500_1267500_2631000_1268000.tiff" 350 1470 730 1810 "school"
"36547" "img/2630500_1267500_2631000_1268000.tiff" 1320 1330 1850 1810 "school"
"36551" "img/2711000_1267000_2711500_1267500.tiff" 0 4560 1970 5000 "school"
"36552" "img/2711000_1267000_2711500_1267500.tiff" 1530 4810 1840 5000 "school"
"36553" "img/2671000_1251000_2671500_1251500.tiff" 4880 2680 4980 3020 "school"
"36554" "img/2671000_1251000_2671500_1251500.tiff" 4030 1870 4870 3510 "school"
"36568" "img/2613000_1214000_2613500_1214500.tiff" 4630 3150 4950 3770 "school"
"36576" "img/2533000_1195500_2533500_1196000.tiff" 3610 1140 4580 2040 "school"
"36577" "img/2533000_1195500_2533500_1196000.tiff" 1640 120 2400 870 "school"
"36578" "img/2533000_1195500_2533500_1196000.tiff" 430 60 1390 390 "school"
"36579" "img/2533000_1195500_2533500_1196000.tiff" 380 30 510 180 "school"
"36609" "img/2709000_1093000_2709500_1093500.tiff" 3250 3570 3620 3940 "graveyard"
"36630" "img/2658000_1250000_2658500_1250500.tiff" 4630 4360 4950 4960 "graveyard"
"36642" "img/2614500_1197500_2615000_1198000.tiff" 0 3290 1240 3980 "graveyard"
"36658" "img/2695500_1125000_2696000_1125500.tiff" 2230 490 2530 770 "graveyard"
"36669" "img/2745000_1269500_2745500_1270000.tiff" 2630 140 4250 1060 "graveyard"
"36671" "img/2681500_1224000_2682000_1224500.tiff" 4700 4670 4960 5000 "graveyard"
"36672" "img/2681500_1224000_2682000_1224500.tiff" 3630 4980 3810 5000 "graveyard"
"36673" "img/2681500_1224000_2682000_1224500.tiff" 3500 4430 4290 5000 "graveyard"
"36674" "img/2681500_1224000_2682000_1224500.tiff" 3760 3720 4140 4170 "graveyard"
"36675" "img/2681500_1224000_2682000_1224500.tiff" 3970 3460 4430 3850 "graveyard"
"36676" "img/2681500_1224000_2682000_1224500.tiff" 3110 1810 3740 2570 "graveyard"
"36677" "img/2681500_1224000_2682000_1224500.tiff" 2280 1360 2510 1560 "graveyard"
"36696" "img/2616000_1240500_2616500_1241000.tiff" 1010 3810 1590 4480 "graveyard"
"36697" "img/2616000_1240500_2616500_1241000.tiff" 1450 820 1820 1130 "graveyard"
"36703" "img/2608000_1185500_2608500_1186000.tiff" 4930 720 4990 1070 "school"
"36738" "img/2681000_1285000_2681500_1285500.tiff" 580 450 810 630 "school"
"36739" "img/2681000_1285000_2681500_1285500.tiff" 460 20 620 110 "school"
"36740" "img/2580000_1093000_2580500_1093500.tiff" 2840 1540 3430 2210 "graveyard"
"36764" "img/2532000_1153500_2532500_1154000.tiff" 3900 2770 4530 3670 "graveyard"
"36797" "img/2727000_1262000_2727500_1262500.tiff" 910 3140 1160 3330 "graveyard"
"36801" "img/2490000_1116000_2490500_1116500.tiff" 0 2850 390 3510 "school"
"36802" "img/2490000_1116000_2490500_1116500.tiff" 640 1250 1140 1580 "school"
"36816" "img/2690500_1241500_2691000_1242000.tiff" 0 1740 400 2720 "school"
"36817" "img/2690500_1241500_2691000_1242000.tiff" 0 2140 130 2500 "school"
"36818" "img/2690500_1241500_2691000_1242000.tiff" 0 1880 360 2480 "school"
"36819" "img/2690500_1241500_2691000_1242000.tiff" 0 1640 100 1770 "school"
"36875" "img/2507500_1128000_2508000_1128500.tiff" 4540 130 4940 620 "graveyard"
"36885" "img/2564000_1187000_2564500_1187500.tiff" 0 1920 340 2520 "graveyard"
"36892" "img/2524500_1172000_2525000_1172500.tiff" 1740 2970 2500 3400 "graveyard"
"36918" "img/2730000_1121500_2730500_1122000.tiff" 1830 730 2600 1280 "school"
"36944" "img/2717500_1273500_2718000_1274000.tiff" 680 4450 1290 5000 "school"
"36945" "img/2717500_1273500_2718000_1274000.tiff" 820 4560 1080 4830 "school"
"36946" "img/2717500_1273500_2718000_1274000.tiff" 0 2190 240 2620 "school"
"36950" "img/2695000_1234500_2695500_1235000.tiff" 840 4700 2520 5000 "school"
"36951" "img/2695000_1234500_2695500_1235000.tiff" 1200 4770 1850 5000 "school"
"36952" "img/2695000_1234500_2695500_1235000.tiff" 1590 4800 2520 5000 "school"
"36953" "img/2695000_1234500_2695500_1235000.tiff" 1140 4840 1340 5000 "school"
"36954" "img/2695000_1234500_2695500_1235000.tiff" 700 4720 1030 5000 "school"
"36955" "img/2695000_1234500_2695500_1235000.tiff" 710 4360 2610 5000 "school"
"36956" "img/2695000_1234500_2695500_1235000.tiff" 4620 4060 4950 4620 "school"
"36957" "img/2695000_1234500_2695500_1235000.tiff" 1960 3480 3390 4700 "school"
"36958" "img/2695000_1234500_2695500_1235000.tiff" 2970 3440 3250 3680 "school"
"36959" "img/2695000_1234500_2695500_1235000.tiff" 3150 3260 3550 3720 "school"
"36960" "img/2695000_1234500_2695500_1235000.tiff" 3600 3230 3900 3480 "school"
"36961" "img/2695000_1234500_2695500_1235000.tiff" 2670 3140 3110 3480 "school"
"36962" "img/2695000_1234500_2695500_1235000.tiff" 3040 3090 3270 3270 "school"
"36963" "img/2695000_1234500_2695500_1235000.tiff" 3560 2890 4100 3390 "school"
"36964" "img/2695000_1234500_2695500_1235000.tiff" 2690 2890 3120 3280 "school"
"36965" "img/2695000_1234500_2695500_1235000.tiff" 2360 2300 4180 4280 "school"
"36966" "img/2695000_1234500_2695500_1235000.tiff" 3410 2740 3730 3100 "school"
"36967" "img/2695000_1234500_2695500_1235000.tiff" 3690 2820 3780 2920 "school"
"36968" "img/2695000_1234500_2695500_1235000.tiff" 990 2770 1080 2850 "school"
"36969" "img/2695000_1234500_2695500_1235000.tiff" 3600 2270 4310 3040 "school"
"36970" "img/2695000_1234500_2695500_1235000.tiff" 3460 2210 3910 2720 "school"
"36971" "img/2695000_1234500_2695500_1235000.tiff" 920 2240 1120 2420 "school"
"36972" "img/2695000_1234500_2695500_1235000.tiff" 3640 2100 3810 2290 "school"
"36973" "img/2695000_1234500_2695500_1235000.tiff" 3780 2100 4000 2290 "school"
"36974" "img/2695000_1234500_2695500_1235000.tiff" 4800 60 4970 320 "school"
"36982" "img/2690000_1293000_2690500_1293500.tiff" 3790 3490 4420 3930 "graveyard"
"37013" "img/2600500_1200500_2601000_1201000.tiff" 1450 3210 2100 3940 "school"
"37014" "img/2600500_1200500_2601000_1201000.tiff" 1490 3250 1900 3590 "school"
"37015" "img/2600500_1200500_2601000_1201000.tiff" 2040 3060 2550 3560 "school"
"37016" "img/2600500_1200500_2601000_1201000.tiff" 1930 2930 3120 3580 "school"
"37017" "img/2600500_1200500_2601000_1201000.tiff" 2420 2940 3100 3400 "school"
"37018" "img/2600500_1200500_2601000_1201000.tiff" 3590 2660 3910 3080 "school"
"37019" "img/2600500_1200500_2601000_1201000.tiff" 3140 2510 3660 3260 "school"
"37020" "img/2600500_1200500_2601000_1201000.tiff" 3800 840 4840 1580 "school"
"37021" "img/2600500_1200500_2601000_1201000.tiff" 220 810 820 1230 "school"
"37022" "img/2600500_1200500_2601000_1201000.tiff" 3180 470 3910 1100 "school"
"37023" "img/2600500_1200500_2601000_1201000.tiff" 530 510 810 830 "school"
"37024" "img/2600500_1200500_2601000_1201000.tiff" 570 520 800 800 "school"
"37025" "img/2600500_1200500_2601000_1201000.tiff" 810 100 1060 710 "school"
"37026" "img/2756000_1233500_2756500_1234000.tiff" 2420 920 2750 1240 "graveyard"
"37029" "img/2720500_1124500_2721000_1125000.tiff" 660 1650 1260 2250 "graveyard"
"37031" "img/2721500_1115000_2722000_1115500.tiff" 2500 3650 3750 5000 "school"
"37032" "img/2721500_1115000_2722000_1115500.tiff" 1830 3950 2030 4340 "school"
"37033" "img/2721500_1115000_2722000_1115500.tiff" 3110 2860 4210 3890 "school"
"37034" "img/2721500_1115000_2722000_1115500.tiff" 2390 2360 2590 2720 "school"
"37035" "img/2721500_1115000_2722000_1115500.tiff" 4170 130 4890 980 "school"
"37038" "img/2668500_1261000_2669000_1261500.tiff" 0 2450 550 3370 "graveyard"
